	ArticleNo	RawParagraph	Prediction
2972	114.0	"6. Στο Πρωτοβάθμιο Ανακριτικό Συμβούλιο της σχολής 
παραπέμπεται σπουδαστής ο οποίος υπέπεσε σε παραπτώματα που αναφέρονται στο άρθρο 113 παράγραφος 
3β(2) του παρόντος, στο δε αιτιολογικό της παραπομπής 
αναφέρεται απαραίτητα ο χαρακτηρισμός της πράξεως και γίνεται σύντομη περιγραφή των συνθηκών που 
εκτελέσθηκε η πράξη."	Org
2973	114.0	"7. Εφόσον σπουδαστής υπέπεσε σε παράπτωμα για 
το οποίο απαιτείται η παραπομπή του στο ανακριτικό 
συμβούλιο, ο διοικητής της σχολής διατάσσει ένορκη 
διοικητική εξέταση (ΕΔΕ) με βάση το πόρισμα της οποίας εκτιμά τα περιστατικά και εντός δύο (2) μηνών το 
αργότερο αν κρίνει ότι:"	Org
2974	114.0	"α. Δεν υπάρχει παράπτωμα, θέτει την υπόθεση στο 
αρχείο."	Org
2975	114.0	"β. Για το παράπτωμα αρκεί συνήθης πειθαρχική ποινή, 
επιβάλει την αντίστοιχη πειθαρχική ποινή."	Org
2976	114.0	"γ. Το παράπτωμα είναι βαρύτερο, παραπέμπει το 
σπουδαστή ενώπιον του ανακριτικού συμβουλίου, με 
ερώτημα, σύμφωνα με τις ισχύουσες διατάξεις."	Org
2977	114.0	"8. Με μέριμνα του προέδρου του Ανακριτικού Συμβουλίου διεξάγεται η ανάκριση, συγκαλείται και συνεδριάζει το συμβούλιο, πραγματοποιείται η διάσκεψη και 
συντάσσεται το πρακτικό του συμβουλίου."	Org
2978	114.0	"9. Η θετική κατά του εγκαλουμένου γνωμοδότηση του 
ανακριτικού συμβουλίου, επιδίδεται σε αντίγραφο διαταγής του ασκούντος την πειθαρχική δίωξη (διοικητής 
σχολής) στον εγκαλούμενο σπουδαστή και συγχρόνως 
του γίνεται γνωστό ότι μπορεί εντός δέκα (10) ημερών 
από της επιδόσεως να προσφύγει στο δευτεροβάθμιο 
ανακριτικό συμβούλιο προς επανεξέταση της υπόθεσης."	Org
2979	114.0	"Προσφυγή κατά της αποφάσεως του Πρωτοβάθμιου 
Ανακριτικού Συμβουλίου ενώπιον του Δευτεροβάθμιου 
επιτρέπεται στον:"	Irrelevant
2980	114.0	α. Εγκαλούμενο σπουδαστή, αν το συμβούλιο γνωμοδότησε κατά του εγκαλουμένου.	Org
2981	114.0	"β. Ασκούντα την πειθαρχική δίωξη, εάν το συμβούλιο 
γνωμοδότησε υπέρ του εγκαλουμένου και εντός τριάντα 
(30) ημερών, αφότου περιέλθει σ΄ αυτόν η γνωμοδότηση 
του ανακριτικού συμβουλίου."	Org
2982	114.0	"10. Αν παρέλθουν οι παραπάνω προθεσμίες των δέκα 
(10) και τριάντα (30) ημερών αντίστοιχα, τότε η γνωμοδότηση του Πρωτοβάθμιου Ανακριτικού Συμβουλίου 
καθίσταται αμετάκλητη ενώπιον της διοικήσεως."	Org
2983	114.0	"ΦΕΚ 2167
11. Οι διατάξεις του π.δ. 269/1993 «Ανακριτικά Συμβούλια Στρατιωτικού Προσωπικού των Ενόπλων Δυνάμεων» 
(Α΄115), ισχύουν και εφαρμόζονται ανάλογα, για όλα τα 
θέματα λειτουργίας και του δευτεροβάθμιου ανακριτικού συμβουλίου, για τους σπουδαστές της ΣΜΥ."	Irrelevant
2984	115.0	"Συνέπειες Αποβολής από τη Σχολή
Οι με οποιοδήποτε τρόπο διαγραφόμενοι σπουδαστές 
της σχολής, (αποβαλόμενοι, απολυόμενοι ή παραιτούμεν"	Irrelevant
2985	115.0	"οι) σε καμιά περίπτωση δε δύνανται να επανεγγραφούν 
ως σπουδαστές αυτής."	Irrelevant
2986	116.0	"1. Οι σπουδαστές της σχολής δίνουν τον προβλεπόμενο στρατιωτικό όρκο, το αργότερο σε δύο (2) μήνες 
από την ημέρα της κατατάξεώς τους στη σχολή. Από 
τότε υπάγονται στις διατάξεις του στρατιωτικού ποινικού κώδικα (ΣΠΚ)."	Irrelevant
2987	116.0	"2. Η ορκωμοσία γίνεται με την παρουσία του διοικητή 
της σχολής, των αξιωματικών, υπαξιωματικών και των 
λοιπών σπουδαστών."	Irrelevant
2988	116.0	"3. Οι ημεδαποί σπουδαστές δίνουν το Στρατιωτικό 
Όρκο, σύμφωνα με τις διατάξεις του άρθρου 3 παρ. 1 
του ΣΚ 20−1, που κυρώθηκε με το π.δ. 130/1984 (Α΄ 42) όταν 
συμπληρώσουν το 18ο έτος της ηλικίας τους και υπάγονται από την ημέρα της ορκωμοσίας τους στις διατάξεις 
του Στρατιωτικού Ποινικού Κώδικα. Η ορκωμοσία γίνεται 
σε τελετή, παρουσία επιτροπής που συγκροτείται με 
την ημερήσια διαταγή της σχολής. Το σχετικό πρακτικό 
υπογράφεται από τα μέλη της επιτροπής, τους θρησκευτικούς λειτουργούς που τέλεσαν την ορκωμοσία και τους 
σπουδαστές που ορκίστηκαν. Όσοι από τους σπουδαστές δηλώνουν ότι δεν πρεσβεύουν καμία θρησκεία ή 
θρησκεία που δεν επιτρέπει τον όρκο, αντί «ορκίζομαι να 
φυλάττω πίστη…..» εκφωνούν «Δηλώνω επικαλούμενος την 
τιμή και συνείδησή μου ότι θα φυλάττω πίστη….»
4. Οι σπουδαστές του τελευταίου έτους σπουδών, 
ονομάζονται μόνιμοι υπαξιωματικοί, όταν τελειώσουν με 
επιτυχία τις εξετάσεις του έτους. Η ονομασία τους και 
η απονομή των πτυχίων γίνεται σε ειδική τελετή."	Irrelevant
2989	116.0	"5. Για τους σπουδαστές που αποβάλλονται, απολύονται ή παραιτούνται από τη σχολή, μετά την ορκωμοσία 
των, ο χρόνος φοιτήσεώς τους στη σχολή, μετά την 
ορκωμοσία, προσμετράται για την κάλυψη της υποχρεώσεως θητείας ή εκγυμνάσεως, την οποία υποχρεούνται 
από το στρατολογικό νόμο."	Irrelevant
2990	116.0	"6. Όταν απολύεται, αποβάλλεται ή παραιτείται σπουδαστής, η σχολή αποστέλλει στο στρατολογικό γραφείο (ΣΓ) 
από το οποίο παρακολουθείται, πλήρες αντίγραφο φύλλου 
μητρώου (ΑΦΜ), όπως και αντίγραφα της διαταγής απολύσεως, αποβολής ή παραιτήσεώς του, για την τακτοποίηση 
της στρατολογικής του μερίδας. Αντίγραφο της διαταγής 
διαγραφής επιδίδεται και στο διαγραφόμενο."	Irrelevant
2991	117.0	"Γενικές Υποχρεώσεις Σπουδαστών
1. Οι σπουδαστές οφείλουν:"	Irrelevant
2992	117.0	α. Σεβασμό και υπακοή στους ανωτέρους τους.	Org
2993	117.0	"β. Να υπακούουν και να εκτελούν τις διαταγές των 
εκπαιδευτών αξιωματικών και μονίμων υπαξιωματικών."	Org
2994	117.0	"γ. Να υπακούουν στους βαθμοφόρους συνσπουδαστές 
τους."	Org
2995	117.0	"τας.
τής."	Org
2996	117.0	"δ. Σεβασμό προς τους σπουδαστές της ανωτέρας 
τάξεως."	Irrelevant
2997	117.0	"ε. Να απέχουν από κάθε λόγο και πράξη, που προσβάλλει την πειθαρχία και την υπηρεσιακή τάξη στη 
σχολή."	Irrelevant
2998	117.0	"στ. Να απονέμουν το στρατιωτικό χαιρετισμό σε κάθε 
αξιωματικό και μόνιμο υπαξιωματικό των τριών κλάδων 
των ΕΔ. Στους σπουδαστές του ανωτέρου έτους και 
στους βαθμοφόρους συνσπουδαστές τους, απονέμουν 
χαιρετισμό μόνο όταν βρίσκονται εκτός της σχολής 
(άδεια, φύλλο πορεί"	Irrelevant
2999	117.0	ας)	Irrelevant
3000	117.0	2. Απαγορεύεται στους σπουδαστές η:	Org
3001	117.0	"α. Ανταλλαγή των κρεβατιών ή των θέσεων τους 
στους θαλάμους, τα μελετητήρια ή τα εστιατόρια."	Org
3002	117.0	"β. Ανταλλαγή των ειδών ιματισμού ή άλλων δημοσίων 
ειδών που ανήκουν σ’ αυτούς."	Org
3003	117.0	"γ. Χρησιμοποίηση σπουδαστών κατωτέρου έτους για 
ατομικές τους εργασίες."	Org
