"idx"	"ArticleNo"	"RawParagraph"	"Prediction"
748	21.0	"Προσόντα Διορισμού
Για το Διοικητικό Προσωπικό, προσόντα διορισμού του 
στον εισαγωγικό βαθμό των παραπάνω κλάδων, ορίζονται τα προβλεπόμενα στο π.δ. 50/2001 (ΦΕΚ39/Α΄/2001), 
του π.δ. 347/2003 (ΦΕΚ 315/Α/2003), του π.δ. 44/2005 
(ΦΕΚ 63/9.3.2005), και του π.δ. 116/2006 (ΦΕΚ115/Α΄/2006) 
όπως ισχύουν κάθε φορά. Οι ανωτέρω θέσεις διαβαθμίζονται στους ενιαίους βαθμούς από τον Δ έως τον Α 
για τις κατηγορίες ΠΕ, ΤΕ, ΔΕ και από τον Ε έως τον 
Α για την κατηγορία ΥΕ, σύμφωνα με το άρθρο 82 του 
ν.3528/07 (ΦΕΚ Α/26)."	Positions
749	21.0	"Για την θέση δικηγόρου με έμμισθη εντολή, που προβλέπεται στην παρ.3 του άρθρου 12 του π.δ. 57/2007 
«Κωδικοποίηση σε ενιαίο κείμενο των διατάξεων της 
κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 
59/Α/14.3.2007), ως προσόν ορίζεται η άδεια δικηγόρου 
και η κατοχή ειδικών γνώσεων δημοσίου και ευρωπαϊκού 
δικαίου. Η πλήρωση της εν λόγω θέσης πραγματοποιείται με απόφαση του Υπουργού Εσωτερικών, ύστερα 
από εισήγηση του Δ.Σ. του Ε.Κ.Δ.Δ.Α. και άνευ τηρήσεως 
οιασδήποτε άλλης διαδικασίας."	Positions
750	22.0	Προϊστάμενοι Υπηρεσιών Κ.Υ./Ε.Κ.Δ.Δ.Α. – Π.ΙΝ.ΕΠ.	Positions
751	22.0	"1. ΔΙΕΥΘΥΝΣΗ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ ΚΑΙ ΑΝΑΠΤΥΞΗΣ
Της Διεύθυνσης προΐσταται υπάλληλος ΠΕ με βαθμό Α΄, 
μεταπτυχιακό τίτλο σπουδών και ανάλογη εμπειρία ή προΐσταται υπάλληλος από το προσωπικό της κατηγορίας που 
είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν. 1388/1983, 
και έχει ενσωματωθεί στην παρ. 2 του άρθρου 12 του π.δ."	Org
752	22.0	"2007 «Κωδικοποίηση σε ενιαίο κείμενο των διατάξεων 
της κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο 
Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 
59/Α/14.3.2007), και διαθέτει ανάλογη εμπειρία."	RespA
753	22.0	Α) Τμήμα Σχεδιασμού και Ανάπτυξης.	Org
754	22.0	Του Τμήματος προΐσταται υπάλληλος από το προσωπικό της κατηγορίας που είχε προβλεφθεί στην παρ.	RespA
755	22.0	"2 του άρθρου 11 του ν. 1388/1983 και έχει ενσωματωθεί 
στην παρ. 2 του άρθρου 12 του π.δ. 57/2007 «Κωδικοποίηση σε ενιαίο κείμενο των διατάξεων της κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007)."	RespA
756	22.0	"Ελλείψει τούτου: υπάλληλος ΠΕ με βαθμό Α΄ και με 
μεταπτυχιακό τίτλο σπουδών ή ανάλογη εμπειρία, και 
εν ελλείψει: υπάλληλος ΠΕ με βαθμό Α΄."	RespA
757	22.0	"Β) Τμήμα Εφαρμογών Πληροφορικής και Τεχνικής 
Υποστήριξης."	Org
758	22.0	"Από το προσωπικό της κατηγορίας που είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν. 1388/1983 και έχει 
ενσωματωθεί στην παρ. 2 του άρθρου 12 του π.δ. 57/2007 
«Κωδικοποίηση σε ενιαίο κείμενο των διατάξεων της 
κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 
59/Α/14.3.2007), κλάδου ΠΕ Πληροφορικής ή σχετικών 
ειδικοτήτων και σε περίπτωση έλλειψης κατά σειρά:"	Irrelevant
759	22.0	"Υπάλληλος ΠΕ Πληροφορικής ή σχετικών ειδικοτήτων 
Υπάλληλος ΤΕ Πληροφορικής ή σχετικών ειδικοτήτων 
Υπάλληλος ΠΕ Πληροφορικής ή σχετικών ειδικοτήτων 
Υπάλληλος ΤΕ Πληροφορικής ή σχετικών ειδικοτήτων 
με βαθμό Α΄."	Irrelevant
760	22.0	με βαθμό Α΄.	Irrelevant
761	22.0	με βαθμό Β΄.	Irrelevant
762	22.0	με βαθμό Β΄.	Irrelevant
763	22.0	Γ) Τμήμα Τεκμηρίωσης και Βιβλιοθήκης.	Org
764	22.0	Του Τμήματος προΐσταται:	RespA
765	22.0	"Υπάλληλος ΠΕ Βιβλιοθηκονόμων με βαθμό Α΄ και, σε 
περίπτωση έλλειψης, υπάλληλος ΤΕ Βιβλιοθηκονόμων 
με βαθμό Α΄ και, σε περίπτωση έλλειψης, υπάλληλος ΤΕ 
Βιβλιοθηκονόμων με βαθμό Β΄."	RespA
766	22.0	"Δ) Τμήμα Συγχρηματοδοτούμενων Προγραμμάτων
Του Τμήματος προΐσταται:"	Org
767	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού Οικονομικού 
με βαθμό Α΄ και ανάλογη εμπειρία, σε περίπτωση έλλειψης κατά σειρά, υπάλληλος ΠΕ Διοικητικού Οικονομικού με βαθμό Β΄ και ανάλογη εμπειρία, υπάλληλος 
ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, υπάλληλος 
ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, υπάλληλος 
ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄."	Irrelevant
768	22.0	2. ΔΙΕΥΘΥΝΣΗ ΔΙΟΙΚΗΤΙΚΟΥ.	Org
769	22.0	Της Διεύθυνσης προΐσταται:	Irrelevant
770	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού−Οικονομικού 
με Βαθμό Α΄."	Irrelevant
771	22.0	Α) Τμήμα Προσωπικού.	Org
772	22.0	Του Τμήματος προΐσταται:	RespA
773	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
774	22.0	Β) Τμήμα Διοικητικής Μέριμνας.	Org
775	22.0	Του Τμήματος προΐσταται:	RespA
776	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
777	22.0	Γ) Γραφείο Πρωτοκόλλου.	Irrelevant
778	22.0	Του Γραφείου προΐσταται:	Irrelevant
779	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	Irrelevant
780	22.0	"Δ) Αυτοτελές Γραφείο Προσβασιμότητας Ατόμων με 
Αναπηρίες."	RespA
781	22.0	"Στο Αυτοτελές Γραφείο Προσβασιμότητας Ατόμων 
με Αναπηρίες προΐστανται υπάλληλοι των κλάδων ΠΕ 
Διοικητικού Οικονομικού ή ΠΕ Μηχανικών. Σε περίπτωση 
έλλειψης υπαλλήλων από τους πιο πάνω κλάδους στο 
γραφείο προΐστανται υπάλληλοι των κλάδων ΤΕ Διοικητικού Λογιστικού ή ΤΕ Μηχανικών ή ΤΕ Τεχνικών."	RespA
782	22.0	3. ΔΙΕΥΘΥΝΣΗ ΟΙΚΟΝΟΜΙΚΟΥ.	Org
783	22.0	Της Διεύθυνσης προΐσταται:	Irrelevant
784	22.0	Υπάλληλος ΠΕ Διοικητικού– Οικονομικού με Βαθμό Α΄.	Irrelevant
785	22.0	Α) Τμήμα Εκκαθαρίσεων και Πληρωμών.	Org
786	22.0	Του Τμήματος προΐσταται:	RespA
787	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
788	22.0	Β) Τμήμα Προϋπολογισμού.	Org
789	22.0	Του Τμήματος προΐσταται:	RespA
790	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
791	22.0	Γ) Τμήμα Προμηθειών.	Org
792	22.0	Του Τμήματος προΐσταται:	RespA
793	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
794	22.0	4. ΝΟΜΙΚΗ ΥΠΗΡΕΣΙΑ.	Org
795	22.0	"Της Νομικής Υπηρεσίας προΐσταται ο Δικηγόρος 
με έμμισθη εντολή της παρ.3 του άρθρου 12 του π.δ."	Irrelevant
796	22.0	"2007.
5. ΑΥΤΟΤΕΛΕΣ ΤΜΗΜΑ ΠΙΣΤΟΠΟΙΗΣΗΣ, ΔΙΑΧΕΙΡΙΣΗΣ 
ΠΟΙΟΤΗΤΑΣ ΚΑΙ ΕΣΩΤΕΡΙΚΟΥ ΕΛΕΓΧΟΥ."	Org
797	22.0	Του Αυτοτελούς Τμήματος προΐσταται:	RespA
798	22.0	"Υπάλληλος από το προσωπικό της κατηγορίας που 
είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν."	RespA
799	22.0	"και έχει ενσωματωθεί στην παρ. 2 του άρθρου 12 του π.δ. 57 «Κωδικοποίηση σε ενιαίο κείμενο 
των διατάξεων της κείμενης νομοθεσίας, που διέπουν 
το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007), και σε περίπτωση 
έλλειψης κατά σειρά, υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού με βαθμό Α΄ και ανάλογη εμπειρία, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού με βαθμό Α΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού με
βαθμό Α΄, υπάλληλος ΠΕ Διοικητικού – Οικονομικού, 
με βαθμό Β΄, υπάλληλος ΤΕ Διοικητικού – Λογιστικού, 
με βαθμό Β΄."	RespA
800	22.0	"6. ΑΥΤΟΤΕΛΕΣ ΤΜΗΜΑ ΕΠΙΚΟΙΝΩΝΙΑΣ, ΔΙΕΘΝΩΝ ΚΑΙ 
ΔΗΜΟΣΙΩΝ ΣΧΕΣΕΩΝ."	Org
801	22.0	Του Αυτοτελούς Τμήματος προΐσταται:	RespA
802	22.0	"Υπάλληλος κατηγορίας ΠΕ με βαθμό Α΄ με αυξημένα 
προσόντα και πολύ καλή γνώση δύο ξένων γλωσσών ή 
υπάλληλος από το προσωπικό της κατηγορίας που είχε 
προβλεφθεί στην παρ. 2 του άρθρου 11 του ν. 1388/1983 
και έχει ενσωματωθεί στην παρ. 2 του άρθρου 12 του π.δ."	RespA
803	22.0	"57 «Κωδικοποίηση σε ενιαίο κείμενο των διατάξεων της 
κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 
59/Α/14.3.2007). Σε περίπτωση έλλειψης, υπάλληλος ΠΕ 
με βαθμό Α΄ και πολύ καλή γνώση της Αγγλικής."	RespA
804	22.0	7. ΑΥΤΟΤΕΛΕΣ ΓΡΑΦΕΙΟ ΙΑΤΡΩΝ ΥΠΗΡΕΣΙΑΣ.	Org
805	22.0	Του Αυτοτελούς Γραφείου προΐσταται:	Irrelevant
806	22.0	"Υπάλληλος κατηγορίας ΠΕ Ιατρών με βαθμό Α΄ και εν 
ελλείψει υπάλληλος κατηγορίας ΠΕ Ιατρών με βαθμό 
Β’."	Irrelevant
807	22.0	8. ΓΡΑΜΜΑΤΕΙΑ ΔΙΟΙΚΗΣΗΣ.	Org
808	22.0	Της Γραμματείας Διοίκησης προΐσταται:	Irrelevant
809	22.0	"Υπάλληλος,, κατά σειρά, κατηγορίας ΠΕ, κατηγορίας 
ΤΕ ή κατηγορίας ΔΕ που υπηρετεί στην Κ.Υ./Ε.Κ.Δ.Δ.Α."	Irrelevant
810	22.0	"και ορίζεται με απόφαση του Γενικού Γραμματέα. Ομοίως, χρέη γραμματέων του Δ.Σ., του Επιστημονικού−Εκπαιδευτικού Συμβουλίου και της Συντονιστικής Επιτροπής Εκπαίδευσης ασκούν υπάλληλοι που υπηρετούν 
στην Κ.Υ./Ε.Κ.Δ.Δ.Α., και οι οποίοι ορίζονται ομού με τους 
αναπληρωτές τους από τον Γενικό Γραμματέα αυτού."	Irrelevant
811	22.0	9. ΕΘΝΙΚΗ ΣΧΟΛΗ ΔΗΜΟΣΙΑΣ ΔΙΟΙΚΗΣΗΣ (Ε.Σ.Δ.Δ.).	Irrelevant
812	22.0	Της Ε.Σ.Δ.Δ. προΐσταται ο Διευθυντής της Σχολής (άρθρο 16 του π.δ. 57/2007).	Irrelevant
813	22.0	"Α) Τμήμα Συντονισμού Διοικητικού και Εκπαιδευτικού 
Έργου."	Org
814	22.0	Του Τμήματος προΐσταται:	RespA
815	22.0	"Υπάλληλος ΠΕ με βαθμό Α΄ ή υπάλληλος από το 
προσωπικό της κατηγορίας που είχε προβλεφθεί στην 
παρ. 2 του άρθρου 11 του ν. 1388/1983 και έχει ενσωματωθεί στην παρ. 2 του άρθρου 12 του π.δ. 57/2007 
«Κωδικοποίηση σε ενιαίο κείμενο των διατάξεων της 
κείμενης νομοθεσίας, που διέπουν το Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης (Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 
59/Α/14.3.2007), και σε περίπτωση έλλειψης, υπάλληλος 
ΠΕ με βαθμό Β΄."	RespA
816	22.0	Β) Τμήμα Διοικητικής και Εκπαιδευτικής Υποστήριξης.	Org
817	22.0	Του Τμήματος προΐσταται:	RespA
818	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
819	22.0	"ΕΠ.)
10. ΕΘΝΙΚΗ ΣΧΟΛΗ ΤΟΠΙΚΗΣ ΑΥΤΟΔΙΟΙΚΗΣΗΣ 
Της Ε.Σ.Τ.Α. προΐσταται ο Διευθυντής της Σχολής (άρθρο 28 του π.δ. 57/2007)."	Irrelevant
820	22.0	"Α) Τμήμα Συντονισμού Διοικητικού και Εκπαιδευτικού 
(Ε.Σ.Τ.Α.)
Έργου."	Org
821	22.0	Του Τμήματος προΐσταται:	RespA
822	22.0	"Υπάλληλος ΠΕ με βαθμό Α΄ ή υπάλληλος από το προσωπικό της κατηγορίας της παρ. 2 του άρθρου 11 του 
ν. 1388/1983, και σε περίπτωση έλλειψης, υπάλληλος ΠΕ 
με βαθμό Β΄."	RespA
823	22.0	Β) Τμήμα Διοικητικής και Εκπαιδευτικής Υποστήριξης.	Org
824	22.0	Του Τμήματος προΐσταται:	RespA
825	22.0	"Υπάλληλος κατηγορίας ΠΕ Διοικητικού – Οικονομικού, 
με βαθμό Α΄ και, σε περίπτωση έλλειψης κατά σειρά, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Α΄, 
υπάλληλος ΠΕ Διοικητικού – Οικονομικού, με βαθμό Β΄, 
υπάλληλος ΤΕ Διοικητικού – Λογιστικού, με βαθμό Β΄, 
υπάλληλος ΔΕ Διοικητικού – Λογιστικού, με βαθμό Α΄."	RespA
826	22.0	"11. ΙΝΣΤΙΤΟΥΤΟ ΕΠΙΜΟΡΦΩΣΗΣ (ΙΝ.ΕΠ.)
Του ΙΝ.ΕΠ. προΐσταται ο Διευθυντής του Ινστιτούτου 
(άρθρο 34 π.δ. 57/2007)."	Org
827	22.0	Α) Τμήμα Συντονισμού ΙΝΕΠ.	Org
828	22.0	"Του Τμήματος προΐσταται υπάλληλος ΠΕ με βαθμό 
Α΄ ή υπάλληλος από το προσωπικό της κατηγορίας 
που είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν."	RespA
829	22.0	"1983 και έχει ενσωματωθεί στην παρ. 2 του άρθρου 
12 του π.δ. 57 «Κωδικοποίηση σε ενιαίο κείμενο των 
διατάξεων της κείμενης νομοθεσίας, που διέπουν το 
Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης 
(Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007), και σε περίπτωση έλλειψης, υπάλληλος ΠΕ με βαθμό Β΄."	RespA
830	22.0	Β) Τμήμα Συντονισμού ΠΙΝΕΠ.	Org
831	22.0	"Του Τμήματος προΐσταται υπάλληλος ΠΕ με βαθμό 
Α΄ ή υπάλληλος από το προσωπικό της κατηγορίας 
που είχε προβλεφθεί στην παρ. 2 του άρθρου 11 του ν."	RespA
832	22.0	"1983 και έχει ενσωματωθεί στην παρ. 2 του άρθρου 
12 του π.δ. 57 «Κωδικοποίηση σε ενιαίο κείμενο των 
διατάξεων της κείμενης νομοθεσίας, που διέπουν το 
Εθνικό Κέντρο Δημόσιας Διοίκησης και Αυτοδιοίκησης 
(Ε.Κ.Δ.Δ.Α.)» (ΦΕΚ 59/Α/14.3.2007), και σε περίπτωση έλλειψης, υπάλληλος ΠΕ με βαθμό Β΄."	RespA
